"propertyId","rentPrice","area","bathrooms","rooms","garages","latitude","longitude","address","suites","rentPeriodId","condominiumPrice","iptu"
"66341050","1200","100","2","3","1","-27.594298","-48.586727","Rua Gustavo Barroso","1","MON","430","77"
"66241670","3200","100","2","3","2","-27.677036","-48.48443","Campeche, 1300","1","MON","500","700"
"66319521","3800","162","2","3","1","-27.68902","-48.48461","Rua das Corticeiras, 109","1","YEA","628","1021"
"65886639","4500","73","2","2","1","-27.664573","-48.477711","Nivaldo Dias","1","MON","600","1000"
"65736807","1900","68","2","2","1","-27.579175","-48.543031","Rua Frei Caneca, 450","1","MON","550",NA
"64906340","1800","95","2","2","1","-27.606158","-48.534014","Hipólito Mafra","1","MON","593","1950"
"66471513","1250","49","3","2","1","-27.5932366","-48.5437358","Rua Herman Blumenau, 95","2","MON","800","123"
"64478768","250","45","1","1","1","-27.426684","-48.447124","Clorinda Ventimiglia, 465","0","DAY",NA,NA
"60984129","450","70","2","2","1","-27.409789","-48.424315","Luiz Boiteux Piazza, 4615","1","DAY","0","0"
"65190372","6000","302","5","4","3","-27.242339","-50.218856","Rui Barbosa, 670","2","MON",NA,NA
"65811747","2000","90","3","3","2","-27.600377","-48.515352","João Pio Duarte Silva","1","MON",NA,NA
"58345023","1000","110","3","4","2","-27.242339","-50.218856","Armando Calil Bulos, 6585","2","DAY","1","1"
"65530480","1600","95","3","2","1","-27.443458","-48.505198",NA,"2","DAY",NA,NA
"57415609","4000","68.39","1","1","1","-27.431845","-48.478125","Rodovia Tertuliano Brito Xavier","1","MON","850","1800"
"62207568","750","80","2","3","1","-27.427789","-48.47063","Celso Henrique Kolben Janczeski, 88","1","DAY","0","0"
"63562803","1600","85","2","3","2","-27.5944444","-48.5752778","Rua Marcelino Simas","0","MON","521",NA
"61112522","1700","134","3","3","1","-27.600067","-48.511927","João Pio Duarte Silva, 480","1","MON",NA,"74"
"62770295","400",NA,"1","2","0","-27.424984","-48.438979","Rua da Paz","0","DAY","0",NA
"63492731","1900",NA,"2","2","2","-27.593236","-48.543735","Rua Almirante Lamego","1","MON","845",NA
"63301692","360","35","1","2","1","-27.436816","-48.393119","Peixe Rei, 55","0","DAY",NA,NA
"59889794","650","105","2","3","1","-27.242339","-50.218856",NA,"1","DAY","400","0"
"66341447","1100","71","1","2","1","-27.593738","-48.554664","Rua Tenente Silveira","0","MON","451","108"
"63668929","1100","73","1","2","1","-27.5805556","-48.5961111",NA,"0","MON","250",NA
"65330041","2900","110","3","3","1","-27.578449","-48.5362308",NA,"1","MON","750","144"
"63924054","1100","51","1","1","1","-27.57514","-48.509227","Rua Pastor William Richard Schisler Filho, 655","0","MON","300",NA
"64960281","3000","98","2","3","1","-27.672459","-48.483545","Avenida Campeche","1","MON","550",NA
"59608731","650",NA,"1","2","1","-27.422163","-48.403668",NA,"1","DAY",NA,NA
"58961076","3800","99","2","2","2","-27.589454","-48.501602","Rua Vereador Ramon Filomeno, 357","1","MON","1038",NA
"66241517","1950","80","2","2","1","-27.671796","-48.4823","Radialista Dakir Polidoro, 223","1","MON","470","800"
"66353967","210","63","1","1","0","-48.401774","-27.42329","Rua das Gaivotas","0","DAY",NA,NA
"66361178","2600","246.4","4","3","2","-27.590475","-48.558443",NA,"3","MON","1218",NA
"65141923","6000","183","3","3","2","-27.444855","-48.493846","Avenida dos Dourados","2","YEA",NA,NA
"65618273","1900","86.21","2","2","1","-27.442449","-48.501281","Avenida das Raias","1","MON","570","101"
"65904398","1800","70","2","2","2","-27.652217","-48.474589",NA,"1","MON","400","795"
"61200315","280","45","1","1","1","-27.242339","-50.218856","José Daux, 310","0","DAY","0","0"
"63075758","4500","400","5","4","3","-27.588941","-48.55729","Almirante Lamego, 1090","2","YEA",NA,NA
"63579341","900",NA,"2","3","2","-27.425197","-48.43981","Rua Berta Lutz","1","DAY",NA,NA
"57505674","250","50","1","1","1","-27.427832","-48.459734","Doutor Antônio Prudente de Moraes, 762","0","DAY","0","0"
"63499430","4000","300","5","4","2","-27.578449","-48.5362308",NA,"2","MON","1040",NA
"66394817","650",NA,"1","2","1","-27.5952778","-48.5961111",NA,"0","MON","280","55"
"66341050","1200","100","2","3","1","-27.594298","-48.586727","Rua Gustavo Barroso","1","MON","430","77"
"66241670","3200","100","2","3","2","-27.677036","-48.48443","Campeche, 1300","1","MON","500","700"
"66319521","3800","162","2","3","1","-27.68902","-48.48461","Rua das Corticeiras, 109","1","YEA","628","1021"
"65886639","4500","73","2","2","1","-27.664573","-48.477711","Nivaldo Dias","1","MON","600","1000"
"65736807","1900","68","2","2","1","-27.579175","-48.543031","Rua Frei Caneca, 450","1","MON","550",NA
"64906340","1800","95","2","2","1","-27.606158","-48.534014","Hipólito Mafra","1","MON","593","1950"
"66471513","1250","49","3","2","1","-27.5932366","-48.5437358","Rua Herman Blumenau, 95","2","MON","800","123"
"64478768","250","45","1","1","1","-27.426684","-48.447124","Clorinda Ventimiglia, 465","0","DAY",NA,NA
"60984129","450","70","2","2","1","-27.409789","-48.424315","Luiz Boiteux Piazza, 4615","1","DAY","0","0"
"65190372","6000","302","5","4","3","-27.242339","-50.218856","Rui Barbosa, 670","2","MON",NA,NA
"65811747","2000","90","3","3","2","-27.600377","-48.515352","João Pio Duarte Silva","1","MON",NA,NA
"58345023","1000","110","3","4","2","-27.242339","-50.218856","Armando Calil Bulos, 6585","2","DAY","1","1"
"65530480","1600","95","3","2","1","-27.443458","-48.505198",NA,"2","DAY",NA,NA
"57415609","4000","68.39","1","1","1","-27.431845","-48.478125","Rodovia Tertuliano Brito Xavier","1","MON","850","1800"
"62207568","750","80","2","3","1","-27.427789","-48.47063","Celso Henrique Kolben Janczeski, 88","1","DAY","0","0"
"63562803","1600","85","2","3","2","-27.5944444","-48.5752778","Rua Marcelino Simas","0","MON","521",NA
"61112522","1700","134","3","3","1","-27.600067","-48.511927","João Pio Duarte Silva, 480","1","MON",NA,"74"
"62770295","400",NA,"1","2","0","-27.424984","-48.438979","Rua da Paz","0","DAY","0",NA
"63492731","1900",NA,"2","2","2","-27.593236","-48.543735","Rua Almirante Lamego","1","MON","845",NA
"63301692","360","35","1","2","1","-27.436816","-48.393119","Peixe Rei, 55","0","DAY",NA,NA
"59889794","650","105","2","3","1","-27.242339","-50.218856",NA,"1","DAY","400","0"
"66341447","1100","71","1","2","1","-27.593738","-48.554664","Rua Tenente Silveira","0","MON","451","108"
"63668929","1100","73","1","2","1","-27.5805556","-48.5961111",NA,"0","MON","250",NA
"65330041","2900","110","3","3","1","-27.578449","-48.5362308",NA,"1","MON","750","144"
"63924054","1100","51","1","1","1","-27.57514","-48.509227","Rua Pastor William Richard Schisler Filho, 655","0","MON","300",NA
"64960281","3000","98","2","3","1","-27.672459","-48.483545","Avenida Campeche","1","MON","550",NA
"59608731","650",NA,"1","2","1","-27.422163","-48.403668",NA,"1","DAY",NA,NA
"58961076","3800","99","2","2","2","-27.589454","-48.501602","Rua Vereador Ramon Filomeno, 357","1","MON","1038",NA
"66241517","1950","80","2","2","1","-27.671796","-48.4823","Radialista Dakir Polidoro, 223","1","MON","470","800"
"66353967","210","63","1","1","0","-48.401774","-27.42329","Rua das Gaivotas","0","DAY",NA,NA
"66361178","2600","246.4","4","3","2","-27.590475","-48.558443",NA,"3","MON","1218",NA
"65141923","6000","183","3","3","2","-27.444855","-48.493846","Avenida dos Dourados","2","YEA",NA,NA
"65618273","1900","86.21","2","2","1","-27.442449","-48.501281","Avenida das Raias","1","MON","570","101"
"65904398","1800","70","2","2","2","-27.652217","-48.474589",NA,"1","MON","400","795"
"61200315","280","45","1","1","1","-27.242339","-50.218856","José Daux, 310","0","DAY","0","0"
"63075758","4500","400","5","4","3","-27.588941","-48.55729","Almirante Lamego, 1090","2","YEA",NA,NA
"63579341","900",NA,"2","3","2","-27.425197","-48.43981","Rua Berta Lutz","1","DAY",NA,NA
"57505674","250","50","1","1","1","-27.427832","-48.459734","Doutor Antônio Prudente de Moraes, 762","0","DAY","0","0"
"63499430","4000","300","5","4","2","-27.578449","-48.5362308",NA,"2","MON","1040",NA
"66394817","650",NA,"1","2","1","-27.5952778","-48.5961111",NA,"0","MON","280","55"
"65958649","2700","120","1","3","0","-27.6268728","-48.4795593",NA,"2","MON","600",NA
"58008968","430","100","2","2","1","-27.420562","-48.40319",NA,"1","DAY","460","950"
"62276223","550",NA,"2","2","1","-27.432242","-48.458217",NA,"1","DAY",NA,NA
"62276224","400",NA,"1","2","1","-27.432242","-48.458217",NA,"0","DAY",NA,NA
"63883485","600","170","2","2","1","-27.439493","-48.407653",NA,"2","DAY",NA,NA
"63185164","1000","58","1","2","1","-27.612834","-48.592867","Rua João Meireles 511","0","MON","0",NA
"64597514","4300","99","3","2","2","-27.5832323","-48.496221",NA,"1","MON","1038","1038"
"66353969","210","63","1","1","1","-48.401774","-27.42329","Rua das Gaivotas","0","DAY",NA,NA
"63853846","1600","107","2","2","1","-27.428739","-48.47253","Luiz Frederico Wagner, 138","1","MON","250",NA
"66371346","2900","173.59","3","2","1","-27.590722","-48.550654",NA,"1","MON","1222",NA
"58195834","400","110","2","2","1","-27.242339","-50.218856","Armando Calil Bulos, 6585","1","DAY","1","1"
"53318307","750","65","1","2","1","-27.583216","-48.595253","Nossa Senhora do Rosário, 685","0","MON","155","56"
"61073936","250","50","1","1","0","-27.242339","-50.218856","Murilo Antônio Bortoluzzi, 545","0","DAY","0","0"
"55918639","290","61","1","2","1","-27.397126","-48.429874","Rua Orlando Teixeira","0","DAY",NA,NA
"57032914","550","87","2","2","1","-27.421307","-48.433373","Leonel Pereira, 45","1","DAY",NA,NA
"57954388","300",NA,"1","1","0","-27.427658","-48.453487","Rua Vasco de Oliveira Gondin, 605","0","DAY",NA,NA
"63316608","550","30","1","1","1","-27.5952778","-48.5961111","Rua Waldemar Ouríques","0","MON","0",NA
"56392571","400","230","2","3","1","-27.242339","-50.218856",NA,"1","DAY",NA,NA
"61827606","420",NA,"2","2","1","-27.425123","-48.442666",NA,"1","DAY","0",NA
"58040637","3400","114","2","4","2","-27.5647066","-48.514972",NA,"1","MON","560",NA
"64909195","3300",NA,"2","3","2","-27.583232","-48.49622","Rodovia Admar Gonzaga","1","MON","500",NA
"58981770","300",NA,"1","1","0","-27.491184","-48.4088",NA,"0","DAY",NA,NA
"63064414","4300","99","2","2","2","-27.583232","-48.49622",NA,"1","MON","1038",NA
"61635936","330","70","2","2","0","-27.651534","-48.475802",NA,"2","DAY",NA,NA
"63523009","4300","99","3","2","2","-27.5832323","-48.496221","Rua Vereador Ramon Filomeno","1","MON",NA,NA
"63379713","380",NA,"2","3","1","-27.5557897","-48.4937213","Rodovia Virgílio Várzea","1","DAY",NA,NA
"65829379","350","73","2","2","1","-27.688233","-48.483906","Avenida Pequeno Principe, 3030","1","DAY","600",NA
"64474318","1500","26","1","1","0","-27.595378","-48.54805","Servidão João Geraldino de Oliveira, 81. ","0","MON","0","0"
"64313325","1500","55","1","1","1","-27.702628","-48.500188","RUA DOS JADES","1","MON","220",NA
"64889242","110","35","1","1","1","-27.431985","-48.460232","Professor Milton Leite da Costa, 356","0","DAY",NA,NA
"66353963","210","63","1","1","1","-48.401774","-27.42329","Rua das Gaivotas","0","DAY",NA,NA
"66353964","210","63","1","1","1","-48.401774","-27.42329","Rua das Gaivotas","0","DAY",NA,NA
"66039285","3900","170.43","2","3","2","-27.586443","-48.544217",NA,"1","MON","745",NA
"66353968","1500",NA,"5","4","1","-48.401774","-27.42329","Rua das Gaivotas","3","DAY",NA,NA
"66039287","2800","260.82","1","2","2","-27.654175","-48.47405",NA,"1","MON","638",NA
"64809507","1700","75","2","2","1","-27.600152","-48.51584","Rua João Pio Duarte Silva, 94","1","MON","520",NA
"58161738","700","110","2","3","1","-27.242339","-50.218856","Armando Calil Bulos, 6585","1","DAY","1","1"
"58161618","460","110","2","2","1","-27.242339","-50.218856","Armando Calil Bulos, 6585","1","DAY","1","1"
"58161551","250","110","1","1","1","-27.242339","-50.218856","Armando Calil Bulos, 6585","0","DAY","1","1"
"62118855","2500","95","2","3","2","-27.603269","-48.503135",NA,"1","MON","450","65"
"63587093","3300","120","2","4","2","-27.583232","-48.49622",NA,"1","MON","500",NA
"55224146","280","50","1","1","0","-27.427832","-48.459734","Doutor Antônio Prudente de Moraes, 762","0","DAY","0","0"
"64148361","2650","87","2","3","2","-27.599874","-48.51136",NA,"0","MON","480",NA
"55548304","350","92","2","2","1","-27.242339","-50.218856","Manoel Mancellos Moura, 432","1","DAY","0","0"
"58173874","350",NA,"1","1","0","-27.427944","-48.45998","Rua Doutor Antônio Prudente de Morães, 761","0","DAY",NA,NA
"61487973","590",NA,"2","2","1","-27.427723","-48.45234","Rua do Kalifa","1","DAY",NA,NA
"61160359","720",NA,"3","3","1","-27.42325","-48.4387","Rua Fernando Osvaldo de Oliveira, 178","2","DAY",NA,NA
"57840135","580",NA,"2","2","1","-27.427923","-48.45688","rua Manoel Mancellos Moura, 881","1","DAY",NA,NA
"66532809","2500","95","3","3","2","-27.242339","-50.218856","Professor Simão José Hess, 191","1","MON","500","120"
"55224124","250","50","1","1","0","-27.427832","-48.459734","Doutor Antônio Prudente de Moraes, 762","0","DAY","0","0"
"65969735","350","79.29","1","2","1","-27.428295","-48.4582","Avenida das Nações, 682","0","DAY","580","990"
"66353966","305",NA,"1","1","1","-48.401774","-27.42329","Rua das Gaivotas","0","DAY",NA,NA
"66353965","250",NA,"1","1","1","-48.401774","-27.42329","Rua das Gaivotas","0","DAY",NA,NA
"58085063","400","110","2","2","1","-27.242339","-50.218856","Armando Calil Bulos, 6585","1","DAY","1","1"
"66477998","1100","54","1","2","1","-27.425851","-48.425394","R LEONEL PEREIRA","0","MON","238","55"
"65717802","2900","194.51","2","2","2","-27.6879","-48.4883","Rua Auroreal","1","MON","560","141"
"66129600","1350","96","2","2","1","-27.596558","-48.581129","Professor Clementino de Brito, 205","1","MON","400","80"
"65993978","1120","85","1","3","1","-27.612589","-48.583471","Desembargador Pedro Silva","0","MON","320","80"
"55865941","360",NA,"1","2","1","-27.395467","-48.417271","Avenida Tom Traugott Wildi","0","DAY",NA,NA
"55496482","250","52","1","1","0","-27.431227","-48.459737","Doutor Antônio Prudente de Moraes, 761","0","DAY","0","0"
"66170531","3800","140","2","2","2","-27.679683","-48.486251","Servidão Catavento","1","MON","400","184"
"65577545","1200","92","3","3","1","-27.585673","-48.585262","Olavo Bilac, 255","1","MON","330","92"
"45686616","450","70","2","2","1","-27.428698","-48.463264","Rua Madre Maria Vilac, 897","0","DAY","600","680"
"65719564","1100","50","1","1","2","-27.426196","-48.401151","Rua Brisamar","0","MON","500","1100"
"65140831","2500","88","2","3","1","-27.596558","-48.581129","Professor Clementino de Brito","1","MON","480","82"
"65159318","1725","82","2","2","1","-27.584279","-48.583236","Olavo Bilac, 0","1","MON","500","100"
"48974506","2900","114","2","3","2","-27.593077","-48.546197","Getúlio Vargas, ","1","MON","660",NA
"45686650","450","106.95","2","2","2","-27.42951","-48.452534","Rua do Kalifa, 375","1","DAY","380","1200"
"63854377","1200","120","4","3","2","-27.242339","-50.218856",NA,"3","DAY",NA,NA
"63854103","1200","110","4","3","2","-27.242339","-50.218856",NA,"3","DAY",NA,NA
"63940530","800","72","2","2","1","-27.242339","-50.218856",NA,"1","DAY",NA,NA
"64683825","850",NA,"1","2","1","-27.5952778","-48.5961111","Rua Acácio Moreira","0","MON","0",NA
"66354040","475","84","2","2","1","-48.404517","-27.417871","Rua das Gaivotas","1","DAY","300","0"
"65375993","350","65","1","2","1","-27.454064","-48.411555"," Travessa do Gerivá, 332","0","DAY","0","100"
"66391361","2500","70","2","2","0","-27.678259","-48.483708","Avenida Campeche, 1157","1","MON","600",NA
"65908472","900","47","1","1","1","-27.431423","-48.470672","Heitor Bittencourt, 001","0","MON","0","100"
"65347601","1250",NA,"2","2","1","-27.421714","-48.432125","R LEONEL PEREIRA","1","MON","430","80"
"64560307","1800","80","2","3","1","-27.440614","-48.484174","das Tainhotas, 73","1","MON","350","1200"
"66312938","1000","60","1","2","1","-27.242339","-50.218856","Armando Calil Bulos, 6078","0","MON",NA,"960"
"64950821","850","39","1","1","1","-27.426752","-48.44543","das Buganvilias, 123","0","MON","250","720"
"65999092","1300","90","2","2","1","-27.416049","-48.42583","LUIZ BOITEUX PIAZZA, 3893","1","MON","350","95"
"66471478","1200","110","2","2","1","-27.432242","-48.458217","Rua Doutor Antônio Prudente de Morães, 220","1","MON","580","117"
"66411557","1000","41","1","0","0","-27.5932366","-48.5437358","Rua Fernando Machado, 192","0","MON","397","73"
"66411545","880","32","1","0","0","-27.5932366","-48.5437358","Rua Fernando Machado, 192","0","MON","298","56"
"65695549","350","45","1","1","1","-27.422163","-48.403668",NA,"0","DAY",NA,"0"
"66560932","1300",NA,"1","3","1","-27.58672","-48.582645","Rua: Arnoldo Cândido Raulino, 99","0","MON","130","121"
"66454637","1300","58","1","1","0","-27.593726","-48.556512",NA,"0","MON","345","852"
"66291972","1500","63","1","2","1","-27.5944444","-48.5752778","KURT RANTOUR, 330","0","MON","480","72"
"45650374","490","20","1","1","1","-27.396498","-48.431621","Deputado Fernando Viegas","1","DAY",NA,NA
"66157208","1650","70","2","2","1","-27.5832323","-48.496221","Rua Salvatina Feliciana dos Santos, 155","1","MON","500","84"
"65600770","550","59.54","1","2","1","-27.595377","-48.548049","Rua Professor Clementino de Brito","0","MON","350","62"
"66157194","1600","76","2","2","1","-27.5944444","-48.5752778","Rua Santos Saraíva, 711","1","MON","465","99"
"63853008","1200","89","1","3","1","-27.589616","-48.494952","Admar Gonzaga, 1623","0","MON","270","32"
"65786502","1950","78","2","2","2","-27.5795331","-48.5825281","Rua José Cândido da Silva, 98","1","MON","435","86"
"64955836","2750","95","3","3","2","-27.585062","-48.58594","Humaitá, 100","2","MON","945",NA
"65470613","1100","86.37","2","3","1","-27.595956","-48.602577",NA,"1","MON","550","700"
"66384659","1200","65","1","2","1","-27.6041667","-48.5808333","Avenida Engenheiro Max de Souza, 1545","0","MON","300",NA
"65788413","5500","210","4","3","2","-27.578449","-48.5362308","Rua Frei Caneca, 146","1","MON","1261","355"
"65788156","1800","67","2","2","1","-27.5805556","-48.5961111","Rua Orlando Odílio Koerich, 201","1","MON","395","109"
"66437740","1700","75","2","2","1","-27.5795331","-48.5825281","Rua José Cândido da Silva, 98","1","MON","575",NA
"65950154","1500","75","2","2","1","-27.5557897","-48.4937213","Rodovia Virgílio Várzea, 2236","1","MON","595","74"
"63192663","3000","90","3","3","1","-27.596904","-48.549453","Rua Radialista Dakir Polidoro","1","MON","650","150"
"65316608","2200","86","2","2","1","-27.583232","-48.49622",NA,"1","MON","400","100"
"66432759","2300","100","2","3","2","-27.5952778","-48.5961111","Rua Joaquim Nabuco, 1855","0","MON","645",NA
"66337292","1400","76","2","2","1","-27.5944444","-48.5752778","PROFESSOR CLEMENTINO DE BRITO, 405","1","MON","400",NA
"54786993","380",NA,"2","2","1","-27.4027814","-48.4154717","Avenida Tom Traugott Wildi","1","DAY",NA,NA
"65699701","1200","44","1","1","1","-27.432242","-48.458217","Rodovia Tertuliano Brito Xavier","0","MON","330","60"
"66417578","2000","90","3","3","2","-27.600377","-48.515352","João Pio Duarte Silva, 114","1","MON",NA,NA
"66454512","730","60","2","2","1","-27.481217","-48.419301",NA,"1","MON","90","300"
"64506964","355","1001","2","3","2","-27.428839","-48.463902","Madre Maria Vilac, 785","1","DAY",NA,NA
"66385088","1900","67.36","1","1","1","-27.580116","-48.504329","Rodovia Admar Gonzaga","1","MON","340","80"
"65914818","700","90","2","2","2","-27.437029","-48.3907","Rodovia Sc - 403 = Dom João Becker","1","DAY",NA,"0"
"65065730","4500","360","4","4","2","-27.242339","-50.218856","Governador Irineu Bornhausen","2","MON",NA,NA
"62585312","650","85","2","3","1","-27.242339","-50.218856","José Daux, 210","1","DAY","0","0"
"65530305","140","50","1","2","1","-27.43132","-48.462288","Doutor João de Oliveira, 123","0","DAY",NA,NA
"66517154","3800","100","1","3","1","-27.685887","-48.486925",NA,"1","MON",NA,NA
"63959381","3000","112","2","2","2","-27.676357","-48.484456","Avenida Campeche","1","MON","600",NA
"65797645","1850","60","1","2","0","-27.594949","-48.552761",NA,"0","MON","280","68"
"65019499","1600","84","3","3","1","-27.596145","-48.524728",NA,"1","MON","250","78"
"64997772","1100","56","1","1","0","-27.585743","-48.524212",NA,"0","MON","240","64"
"65543711","760",NA,"1","1","0","-27.596434","-48.546122","Avenida Hercílio Luz","0","MON","287","63"
"65019590","1600","75","1","2","1","-27.573522","-48.510093",NA,"1","MON","423","100"
"65138365","2200","86","2","3","1","-27.59982","-48.508481",NA,"1","MON","250","65"
"66517173","1500","75","1","2","1","-27.685887","-48.486925",NA,"1","MON","130","77"
"64862014","1350","60","2","2","1","-27.242339","-50.218856",NA,"1","MON","70","300"
"61388275","200","48","1","1","1","-27.429013","-48.465307","das Flores, 480","0","DAY","0","0"
"62984909","270",NA,"1","1","1","-27.426997","-48.445718",NA,"0","DAY","0",NA
"64821971","1250","47.26","1","1","0","-27.602588","-48.465759",NA,"0","MON","350","80"
"64519883","1800","75.17","1","2","1","-27.592926","-48.521519","Rua Lauro Linhares, 1600","1","MON",NA,NA
"66184567","350","58","2","2","1","-27.654118","-48.47493",NA,"1","DAY","450",NA
"65071700","1100",NA,"1","2","1","-27.583232","-48.49622","Rodovia Amaro Antônio Viêira","0","MON","255",NA
"65704706","2000","98","1","2","1","-27.595376","-48.548049",NA,"0","MON","300","90"
"63193366","2000","70","1","2","1","-27.600601","-48.509282","Rua Capitão Américo, 103","1","MON","450",NA
"65525500","100","45","1","1","1","-27.42819","-48.459978","Doutor Antônio Prudente de Moraes","0","DAY",NA,NA
"65834594","1800","87","1","2","1","-27.5932366","-48.5437358","DURVAL MELQUIADES DE SOUZA, 756","0","MON","413","193"
"65071830","950","49","1","1","0","-27.593236","-48.543735","Rua Tenente Silveira","0","MON","498",NA
"62416853","330","60","1","1","1","-27.429235","-48.469664","Heitor Bittencourt, 268","0","DAY","0","0"
"63167728","1400","80","1","3","0","-27.590553","-48.54199","Rua Professor Anacleto Damiani, 113","0","MON","75","33"
"65072014","1100",NA,"1","1","0","-27.593236","-48.543735","Rua Felipe Schmidt","0","MON","445",NA
"63579255","2000","77","2","2","1","-27.671798","-48.482295","R RAD. DAKIR POLIDORO","1","MON","450",NA
"59266507","550","80","2","2","1","-27.428427","-48.449868","Madre Maria Vilac, 2176","1","DAY","0","0"
"65499022","1700",NA,"1","2","1","-27.593236","-48.543735","Rua Felipe Schmidt","0","MON","370",NA
"64934584","1250",NA,"1","1","1","-27.645029","-48.4738789",NA,"0","MON","360","25"
"65888458","750","55","1","2","1","-27.5952778","-48.5961111","Rua Pedro Cunha","0","MON","0",NA
"63793620","650","50","1","2","1","-27.489489","-48.417658","SRV ACELINO E DOS SANTOS","0","MON",NA,"10"
"63944106","180","101","1","2","1","-27.427944","-48.459981","Doutor Antônio Prudente de Moraes, 761","0","DAY",NA,NA
"65629139","1400","77","1","2","1","-27.5932366","-48.5437358","Rua General Bittencourt, 386","0","MON","610","140"
"62505104","260","50","1","2","1","-27.429615","-48.449937","Antônio Heil, 297","0","DAY","0","0"
"65888367","570","50","1","1","0","-27.5952778","-48.5961111","Rua Professora Sofía Quint de Souza","0","MON","163",NA
"64477270","1700","64","1","2","0","-27.5859781","-48.5237246","Rua Professora Maria Flora Pausewang, 109","0","MON","244","61"
"65347358","1980","85","1","2","1","-27.604318","-48.466793",NA,"0","MON","380","85"
"66307788","1650","80","0","2","1","-27.5932366","-48.5437358","Rua Duarte Schutel","0","MON",NA,NA
"64506760","2000","90","3","3","2","-27.600377","-48.515352","João Pio Duarte Silva, 114","1","MON",NA,NA
"66554498","1300",NA,"0","0","0","-27.5969039","-48.5494544",NA,"0","MON",NA,NA
"62711011","750","100","2","3","2","-27.242339","-50.218856","José Daux, 364","1","DAY",NA,NA
"56447270","280","60","2","2","1","-27.439488","-48.393601","Serv. Maria Tomasia Cabral","1","DAY","0","0"
"66307764","970","45","0","1","0","-27.5989497","-48.5262256","Rua Capitão Romualdo de Barros","0","MON",NA,NA
"60994252","520","45","1","1","0","-27.583878","-48.589436","Rua Vidal Gregório Pereira, 444","0","MON","20","30"
"65888459","1500","180","2","3","1","-27.5944444","-48.5752778","Rua Tenente Olímpio Costa","0","MON","405",NA
"66340860","2000","87","1","3","1","-27.5859781","-48.5237246",NA,"1","MON","655",NA
"64245116","250","60","1","2","2","-27.398909","-48.424042",NA,"0","DAY","0","0"
"61106979","380","95","2","2","1","-27.426803","-48.445195",NA,"1","DAY","0",NA
"57378165","650",NA,"1","1","1","-27.595377","-48.54805","Servidão Ernesto Amaro Vieira, 168","0","MON","90","65"
"59470014","280","83","2","2","2","-27.430434","-48.468221","Acary Margarida, 241","0","DAY","0","0"
"59541884","280","75","2","2","1","-27.242339","-50.218856","Ranulfo José de Souza Sobrinho, 000","1","DAY","0","0"
"62109051","350","50","1","1","1","-27.714567","-48.503414","Rua Manoel Pedro Viêira, 410","0","DAY",NA,NA
"66437994","1100","40","1","1","0","-27.437144","-48.498716","Rua Jorge Cherem","0","MON","200","0"
"57509279","300","62","1","1","0","-27.427832","-48.459734","Doutor Antônio Prudente de Moraes, 762","0","DAY","0","0"
"60984016","350","75","1","2","1","-27.242339","-50.218856","José Marcolino Soares, 99","0","DAY","0","0"
"65227529","1900","75","1","2","2","-27.685887","-48.486925",NA,"1","MON","300","79"
"57377689","650","57.86","1","2","1","-27.599463","-48.581493","Rua Professora Áurea Cruz, 372","0","MON","270","0"
"62886568","1400","112","3","3","1","-27.5795331","-48.5825281","Rua Prefeito Tolentino de Carvalho, 160","0","MON","522",NA
"59866398","450",NA,"2","2","1","-27.42162","-48.43251","Acesso à R. Leonel Pereira","1","DAY","0",NA
"63943704","265","101","1","2","1","-27.430615","-48.470986",NA,"0","DAY",NA,NA
"66273298","1850",NA,"2","2","1","-27.422163","-48.403668",NA,"1","MON",NA,NA
"65933328","1180","85","0","2","1","-27.5932366","-48.5437358","Rua General Bittencourt","0","MON",NA,NA
"65416513","2000","66","2","2","1","-27.5832323","-48.496221",NA,"1","MON","467",NA
"59070136","250","50","1","1","0","-27.427832","-48.459734","Doutor Antônio Prudente de Moraes, 762","0","DAY","0","0"
"66349027","1600",NA,"1","2","2","-27.598949","-48.526225","Rua Douglas Seabra Levier","0","MON","270",NA
"65577398","1600","70","2","2","2","-27.607406","-48.5362308",NA,"1","MON","600",NA
"64909189","1200",NA,"1","1","1","-27.598949","-48.526225","Rua Capitão Romualdo de Barros","0","MON","250",NA
"65592237","1200",NA,"1","1","1","-27.585978","-48.523724","Rua Lauro Linhares","0","MON","250",NA
"66387101","850","37","0","1","0","-27.5859781","-48.5237246",NA,"0","MON","168",NA
"64909191","1600",NA,"1","2","1","-27.583232","-48.49622","Servidão Enedina Pacheco Jacinto","0","MON","280",NA
"53920518","1200","55","0","1","1","-27.590184","-48.49336","Laje de Pedra, 151","1","MON","550","70"
"64769419","1000","60","1","2","1","-27.444025","-48.387892","Guimarães, 40","0","MON",NA,NA
"66349025","1000",NA,"1","2","1","-27.598949","-48.526225","Avenida Desembargador Vítor Lima","0","MON","200",NA
"65176929","1600","76","1","3","1","-27.6041667","-48.5808333",NA,"0","MON","499",NA
"65592243","2200","56","2","2","1","-27.609793","-48.516222","Rua Pedro Viêira Vidal","1","MON","450",NA
"66349026","1550","50","1","2","1","-27.598949","-48.526225","Rua Capitão Romualdo de Barros","0","MON","450",NA
"65768646","1800","70","0","2","1","-27.5832323","-48.496221",NA,"1","MON","400",NA
"66307789","2220","96","0","2","1","-27.5932366","-48.5437358","Rua Crispim Mira","1","MON",NA,NA
